1-n,InstanceID,BomberA,BomberB,FighterA,FighterB,Tanker,ISRDrone,Satellite,TotalCost,AcquisitionRiskRaw,AcquisitionRisk,RiskToMissionRaw,RiskToForceRaw,RiskToMission,RiskToForce,TotalRisk,ProbabilityOfSuccess,ForcePackage,RiskToCostRatio
792,SIM_0792,2,26,727,958,29,104,650,406070,1.0,0.3194444444444444,10.0,8.0,0.01,0.99,0.3194301114386049,0.68,"2x BomberA, 26x BomberB, 727x FighterA, 958x FighterB, 29x Tanker, 104x ISRDrone, 650x Satellite",0.78663805
793,SIM_0793,30,38,426,689,15,255,690,387220,1.0,0.01,10.0,8.0,0.22222222222222227,0.99,0.25576681787472266,0.74,"30x BomberA, 38x BomberB, 426x FighterA, 689x FighterB, 15x Tanker, 255x ISRDrone, 690x Satellite",0.66052068
794,SIM_0794,23,3,28,740,40,69,331,204145,1.0,0.5138888888888891,10.0,8.0,0.2777777777777778,0.99,0.6221035985537484,0.38,"23x BomberA, 3x BomberB, 28x FighterA, 740x FighterB, 40x Tanker, 69x ISRDrone, 331x Satellite",3.04736143
795,SIM_0795,15,17,1161,1167,27,58,480,426425,1.0,0.23611111111111102,10.0,8.0,0.01,0.99,0.26486157409813427,0.74,"15x BomberA, 17x BomberB, 1161x FighterA, 1167x FighterB, 27x Tanker, 58x ISRDrone, 480x Satellite",0.62112112
796,SIM_0796,13,11,563,1139,27,222,432,348275,1.0,0.3333333333333333,10.0,8.0,0.01,0.99,0.3285248676620166,0.67,"13x BomberA, 11x BomberB, 563x FighterA, 1139x FighterB, 27x Tanker, 222x ISRDrone, 432x Satellite",0.94329156
797,SIM_0797,13,21,1020,423,24,127,641,389875,1.0,0.26388888888888884,10.0,8.0,0.01,0.99,0.28305108654495786,0.72,"13x BomberA, 21x BomberB, 1020x FighterA, 423x FighterB, 24x Tanker, 127x ISRDrone, 641x Satellite",0.72600471
798,SIM_0798,37,19,674,98,7,139,431,263125,1.0,0.40277777777777785,10.0,8.0,0.5694444444444444,0.99,0.7403354294581012,0.26,"37x BomberA, 19x BomberB, 674x FighterA, 98x FighterB, 7x Tanker, 139x ISRDrone, 431x Satellite",2.81362634
799,SIM_0799,14,1,915,506,51,275,612,386105,1.0,0.1250000000000001,10.0,8.0,0.01,0.99,0.1921035243108403,0.81,"14x BomberA, 1x BomberB, 915x FighterA, 506x FighterB, 51x Tanker, 275x ISRDrone, 612x Satellite",0.49754218
800,SIM_0800,22,13,680,119,27,288,962,431155,1.0,0.43055555555555564,10.0,8.0,0.09722222222222224,0.99,0.4493032303089249,0.55,"22x BomberA, 13x BomberB, 680x FighterA, 119x FighterB, 27x Tanker, 288x ISRDrone, 962x Satellite",1.04209213
801,SIM_0801,17,26,414,810,8,280,265,258520,1.0,0.38888888888888895,10.0,8.0,0.16666666666666666,0.99,0.46749274275574837,0.53,"17x BomberA, 26x BomberB, 414x FighterA, 810x FighterB, 8x Tanker, 280x ISRDrone, 265x Satellite",1.80834265
802,SIM_0802,10,12,54,1065,14,81,776,366790,1.0,0.625,10.0,8.0,0.22222222222222227,0.99,0.6584826234473954,0.34,"10x BomberA, 12x BomberB, 54x FighterA, 1065x FighterB, 14x Tanker, 81x ISRDrone, 776x Satellite",1.79525784
803,SIM_0803,16,38,85,768,52,211,674,344400,1.0,0.3055555555555555,10.0,8.0,0.3472222222222223,0.99,0.5311560363196307,0.47,"16x BomberA, 38x BomberB, 85x FighterA, 768x FighterB, 52x Tanker, 211x ISRDrone, 674x Satellite",1.54226491
804,SIM_0804,2,15,1096,19,33,271,131,211275,1.0,0.7083333333333334,10.0,8.0,0.19444444444444448,0.99,0.6948616483410424,0.31,"2x BomberA, 15x BomberB, 1096x FighterA, 19x FighterB, 33x Tanker, 271x ISRDrone, 131x Satellite",3.28889669
805,SIM_0805,19,33,866,933,2,282,711,462385,1.0,0.15277777777777793,10.0,8.0,0.041666666666666706,0.99,0.23102908094704275,0.77,"19x BomberA, 33x BomberB, 866x FighterA, 933x FighterB, 2x Tanker, 282x ISRDrone, 711x Satellite",0.49964657
806,SIM_0806,6,24,470,616,5,162,431,277480,1.0,0.3055555555555555,10.0,8.0,0.06944444444444443,0.99,0.34926091185139546,0.65,"6x BomberA, 24x BomberB, 470x FighterA, 616x FighterB, 5x Tanker, 162x ISRDrone, 431x Satellite",1.2586886
807,SIM_0807,39,13,606,460,58,171,663,371075,1.0,0.24999999999999992,10.0,8.0,0.18055555555555558,0.99,0.38563993674504254,0.61,"39x BomberA, 13x BomberB, 606x FighterA, 460x FighterB, 58x Tanker, 171x ISRDrone, 663x Satellite",1.03925065
808,SIM_0808,30,35,556,220,7,6,769,354345,1.0,0.43055555555555564,10.0,8.0,0.25,0.99,0.5493455487664541,0.45,"30x BomberA, 35x BomberB, 556x FighterA, 220x FighterB, 7x Tanker, 6x ISRDrone, 769x Satellite",1.55031269
809,SIM_0809,16,33,809,1110,39,146,227,320815,1.0,0.29166666666666663,10.0,8.0,0.01,0.99,0.3012405989917813,0.7,"16x BomberA, 33x BomberB, 809x FighterA, 1110x FighterB, 39x Tanker, 146x ISRDrone, 227x Satellite",0.93898539
810,SIM_0810,40,23,644,34,48,257,718,360775,1.0,0.38888888888888895,10.0,8.0,0.3333333333333334,0.99,0.5766298174366896,0.42,"40x BomberA, 23x BomberB, 644x FighterA, 34x FighterB, 48x Tanker, 257x ISRDrone, 718x Satellite",1.59830869
811,SIM_0811,6,5,677,886,39,11,624,370725,1.0,0.3194444444444444,10.0,8.0,0.01,0.99,0.3194301114386049,0.68,"6x BomberA, 5x BomberB, 677x FighterA, 886x FighterB, 39x Tanker, 11x ISRDrone, 624x Satellite",0.86163628
812,SIM_0812,22,7,922,576,51,8,900,463565,1.0,0.27777777777777773,10.0,8.0,0.01,0.99,0.2921458427683696,0.71,"22x BomberA, 7x BomberB, 922x FighterA, 576x FighterB, 51x Tanker, 8x ISRDrone, 900x Satellite",0.63021549
813,SIM_0813,6,15,307,947,48,155,326,262355,1.0,0.4583333333333334,10.0,8.0,0.01,0.99,0.4103776736727226,0.59,"6x BomberA, 15x BomberB, 307x FighterA, 947x FighterB, 48x Tanker, 155x ISRDrone, 326x Satellite",1.56420756
814,SIM_0814,2,21,230,637,29,275,278,215745,1.0,0.40277777777777785,10.0,8.0,0.13888888888888895,0.99,0.45839798653233677,0.54,"2x BomberA, 21x BomberB, 230x FighterA, 637x FighterB, 29x Tanker, 275x ISRDrone, 278x Satellite",2.12472125
815,SIM_0815,26,12,372,346,41,86,300,204360,1.0,0.08333333333333341,10.0,8.0,0.01,0.99,0.16481925564060512,0.84,"26x BomberA, 12x BomberB, 372x FighterA, 346x FighterB, 41x Tanker, 86x ISRDrone, 300x Satellite",0.80651427
816,SIM_0816,20,13,556,1147,38,297,903,503065,1.0,0.29166666666666663,10.0,8.0,0.01,0.99,0.3012405989917813,0.7,"20x BomberA, 13x BomberB, 556x FighterA, 1147x FighterB, 38x Tanker, 297x ISRDrone, 903x Satellite",0.59881049
817,SIM_0817,13,2,521,879,38,216,117,219900,1.0,0.41666666666666674,10.0,8.0,0.027777777777777804,0.99,0.3947346929684544,0.61,"13x BomberA, 2x BomberB, 521x FighterA, 879x FighterB, 38x Tanker, 216x ISRDrone, 117x Satellite",1.79506454
818,SIM_0818,40,11,66,680,5,143,837,368015,1.0,0.4583333333333334,10.0,8.0,0.4444444444444445,0.99,0.6948616483410424,0.31,"40x BomberA, 11x BomberB, 66x FighterA, 680x FighterB, 5x Tanker, 143x ISRDrone, 837x Satellite",1.88813404
819,SIM_0819,26,0,495,252,29,83,24,118790,1.0,0.7083333333333334,10.0,8.0,0.4027777777777778,0.9319727891156462,0.7932854714053441,0.21,"26x BomberA, 495x FighterA, 252x FighterB, 29x Tanker, 83x ISRDrone, 24x Satellite",6.67804926
820,SIM_0820,40,20,515,186,59,209,334,241530,1.0,0.3055555555555555,10.0,8.0,0.2361111111111111,0.99,0.45839798653233665,0.54,"40x BomberA, 20x BomberB, 515x FighterA, 186x FighterB, 59x Tanker, 209x ISRDrone, 334x Satellite",1.89789255
821,SIM_0821,0,12,570,173,21,11,944,379370,1.0,0.6388888888888888,10.0,8.0,0.05555555555555561,0.99,0.558440304989866,0.44,"12x BomberB, 570x FighterA, 173x FighterB, 21x Tanker, 11x ISRDrone, 944x Satellite",1.4720202
822,SIM_0822,13,13,263,59,5,283,685,282655,1.0,0.5555555555555555,10.0,8.0,0.45833333333333337,0.99,0.7676196981283362,0.23,"13x BomberA, 13x BomberB, 263x FighterA, 59x FighterB, 5x Tanker, 283x ISRDrone, 685x Satellite",2.71574781
823,SIM_0823,29,27,266,891,33,180,358,279335,1.0,0.43055555555555564,10.0,8.0,0.01,0.99,0.392188161225899,0.61,"29x BomberA, 27x BomberB, 266x FighterA, 891x FighterB, 33x Tanker, 180x ISRDrone, 358x Satellite",1.40400652
824,SIM_0824,6,10,334,834,47,178,120,192010,1.0,0.5000000000000001,10.0,8.0,0.01,0.99,0.4376619423429578,0.56,"6x BomberA, 10x BomberB, 334x FighterA, 834x FighterB, 47x Tanker, 178x ISRDrone, 120x Satellite",2.27937057
825,SIM_0825,37,36,129,321,16,22,761,318190,1.0,0.625,10.0,8.0,0.3055555555555556,0.9863945578231292,0.7106902363151761,0.29,"37x BomberA, 36x BomberB, 129x FighterA, 321x FighterB, 16x Tanker, 22x ISRDrone, 761x Satellite",2.23354045
826,SIM_0826,7,0,527,201,8,16,750,315070,1.0,0.6527777777777778,10.0,8.0,0.38888888888888884,0.99,0.78580921057516,0.21,"7x BomberA, 527x FighterA, 201x FighterB, 8x Tanker, 16x ISRDrone, 750x Satellite",2.49407817
827,SIM_0827,11,31,678,69,45,198,114,169155,1.0,0.611111111111111,10.0,8.0,0.22222222222222227,0.99,0.6493878672239835,0.35,"11x BomberA, 31x BomberB, 678x FighterA, 69x FighterB, 45x Tanker, 198x ISRDrone, 114x Satellite",3.83901077
828,SIM_0828,23,12,222,203,47,190,48,105250,1.0,0.1250000000000001,10.0,8.0,0.5833333333333334,0.4897959183673469,0.23999019993615134,0.76,"23x BomberA, 12x BomberB, 222x FighterA, 203x FighterB, 47x Tanker, 190x ISRDrone, 48x Satellite",2.28019192
829,SIM_0829,30,13,226,701,18,108,613,316755,1.0,0.3333333333333333,10.0,8.0,0.01,0.99,0.3285248676620166,0.67,"30x BomberA, 13x BomberB, 226x FighterA, 701x FighterB, 18x Tanker, 108x ISRDrone, 613x Satellite",1.03715764
830,SIM_0830,29,6,145,135,45,52,539,224180,1.0,0.5000000000000001,10.0,8.0,0.48611111111111116,0.45578231292517,0.3996124520205209,0.6,"29x BomberA, 6x BomberB, 145x FighterA, 135x FighterB, 45x Tanker, 52x ISRDrone, 539x Satellite",1.78255175
831,SIM_0831,3,6,970,949,34,281,442,379810,1.0,0.16666666666666682,10.0,8.0,0.01,0.99,0.2193877929810756,0.78,"3x BomberA, 6x BomberB, 970x FighterA, 949x FighterB, 34x Tanker, 281x ISRDrone, 442x Satellite",0.57762511
832,SIM_0832,4,36,365,247,26,254,10,118340,1.0,0.40277777777777785,10.0,8.0,0.6666666666666667,0.8435374149659864,0.7080917345370586,0.29,"4x BomberA, 36x BomberB, 365x FighterA, 247x FighterB, 26x Tanker, 254x ISRDrone, 10x Satellite",5.98353671
833,SIM_0833,25,11,1031,1039,45,87,988,558925,1.0,0.19444444444444461,10.0,8.0,0.01,0.99,0.2375773054278992,0.76,"25x BomberA, 11x BomberB, 1031x FighterA, 1039x FighterB, 45x Tanker, 87x ISRDrone, 988x Satellite",0.42506115
834,SIM_0834,26,6,226,682,33,262,842,394590,1.0,0.3472222222222222,10.0,8.0,0.041666666666666706,0.99,0.35835566807480734,0.64,"26x BomberA, 6x BomberB, 226x FighterA, 682x FighterB, 33x Tanker, 262x ISRDrone, 842x Satellite",0.9081722
835,SIM_0835,32,35,219,1148,44,209,379,315735,1.0,0.5694444444444443,10.0,8.0,0.01,0.99,0.48313572346001643,0.52,"32x BomberA, 35x BomberB, 219x FighterA, 1148x FighterB, 44x Tanker, 209x ISRDrone, 379x Satellite",1.53019375
836,SIM_0836,22,23,1001,1155,21,15,49,278475,1.0,0.44444444444444453,10.0,8.0,0.013888888888888902,0.99,0.403829449191866,0.6,"22x BomberA, 23x BomberB, 1001x FighterA, 1155x FighterB, 21x Tanker, 15x ISRDrone, 49x Satellite",1.45014615
837,SIM_0837,18,13,522,545,51,113,469,293265,1.0,0.1250000000000001,10.0,8.0,0.05555555555555561,0.99,0.22193432472363087,0.78,"18x BomberA, 13x BomberB, 522x FighterA, 545x FighterB, 51x Tanker, 113x ISRDrone, 469x Satellite",0.75677058
838,SIM_0838,39,15,687,1042,12,37,55,237205,1.0,0.527777777777778,10.0,8.0,0.11111111111111113,0.99,0.522061280096219,0.48,"39x BomberA, 15x BomberB, 687x FighterA, 1042x FighterB, 12x Tanker, 37x ISRDrone, 55x Satellite",2.20088649
839,SIM_0839,28,10,228,213,2,165,917,359120,1.0,0.5833333333333333,10.0,8.0,0.5000000000000001,0.99,0.8130934792453951,0.19,"28x BomberA, 10x BomberB, 228x FighterA, 213x FighterB, 2x Tanker, 165x ISRDrone, 917x Satellite",2.26412753
840,SIM_0840,10,37,17,103,33,40,605,226455,1.0,0.763888888888889,10.0,8.0,0.8750000000000002,0.1836734693877551,0.6488830154499495,0.35,"10x BomberA, 37x BomberB, 17x FighterA, 103x FighterB, 33x Tanker, 40x ISRDrone, 605x Satellite",2.86539496
841,SIM_0841,25,19,548,1077,31,182,517,373295,1.0,0.29166666666666663,10.0,8.0,0.08333333333333333,0.99,0.34926091185139535,0.65,"25x BomberA, 19x BomberB, 548x FighterA, 1077x FighterB, 31x Tanker, 182x ISRDrone, 517x Satellite",0.93561637
842,SIM_0842,26,25,935,791,6,150,35,242555,1.0,0.48611111111111127,10.0,8.0,0.01,0.99,0.42856718611954603,0.57,"26x BomberA, 25x BomberB, 935x FighterA, 791x FighterB, 6x Tanker, 150x ISRDrone, 35x Satellite",1.76688663
843,SIM_0843,31,0,873,353,36,261,899,456780,1.0,0.43055555555555564,10.0,8.0,0.01,0.99,0.392188161225899,0.61,"31x BomberA, 873x FighterA, 353x FighterB, 36x Tanker, 261x ISRDrone, 899x Satellite",0.85859311
844,SIM_0844,24,8,1026,811,55,98,281,324240,1.0,0.48611111111111127,10.0,8.0,0.01,0.99,0.42856718611954603,0.57,"24x BomberA, 8x BomberB, 1026x FighterA, 811x FighterB, 55x Tanker, 98x ISRDrone, 281x Satellite",1.32175915
845,SIM_0845,4,20,724,658,32,238,586,367360,1.0,0.18055555555555572,10.0,8.0,0.06944444444444443,0.99,0.2674081058406898,0.73,"4x BomberA, 20x BomberB, 724x FighterA, 658x FighterB, 32x Tanker, 238x ISRDrone, 586x Satellite",0.72791841
846,SIM_0846,18,33,41,299,15,27,709,278225,1.0,0.7083333333333334,10.0,8.0,0.5277777777777779,0.8503401360544216,0.8216833836947726,0.18,"18x BomberA, 33x BomberB, 41x FighterA, 299x FighterB, 15x Tanker, 27x ISRDrone, 709x Satellite",2.95330536
847,SIM_0847,18,17,746,394,21,153,474,306645,1.0,0.3055555555555555,10.0,8.0,0.013888888888888902,0.99,0.31288188695774843,0.69,"18x BomberA, 17x BomberB, 746x FighterA, 394x FighterB, 21x Tanker, 153x ISRDrone, 474x Satellite",1.02033911
848,SIM_0848,33,5,165,70,28,286,251,153405,1.0,0.26388888888888884,10.0,8.0,0.6666666666666667,0.3061224489795918,0.2652327886378654,0.73,"33x BomberA, 5x BomberB, 165x FighterA, 70x FighterB, 28x Tanker, 286x ISRDrone, 251x Satellite",1.72897095
849,SIM_0849,4,33,167,758,8,261,735,359145,1.0,0.40277777777777785,10.0,8.0,0.2777777777777778,0.99,0.5493455487664544,0.45,"4x BomberA, 33x BomberB, 167x FighterA, 758x FighterB, 8x Tanker, 261x ISRDrone, 735x Satellite",1.52959264
850,SIM_0850,24,17,547,769,44,35,95,203385,1.0,0.38888888888888895,10.0,8.0,0.2777777777777778,0.99,0.5402507925430424,0.46,"24x BomberA, 17x BomberB, 547x FighterA, 769x FighterB, 44x Tanker, 35x ISRDrone, 95x Satellite",2.65629615
851,SIM_0851,24,37,821,948,58,231,278,338725,1.0,0.3333333333333333,10.0,8.0,0.11111111111111113,0.99,0.39473469296845426,0.61,"24x BomberA, 37x BomberB, 821x FighterA, 948x FighterB, 58x Tanker, 231x ISRDrone, 278x Satellite",1.16535447
852,SIM_0852,36,13,1028,59,19,77,248,239985,1.0,0.6944444444444444,10.0,8.0,0.01,0.99,0.5649885294707224,0.44,"36x BomberA, 13x BomberB, 1028x FighterA, 59x FighterB, 19x Tanker, 77x ISRDrone, 248x Satellite",2.35426601
853,SIM_0853,10,20,274,457,45,6,311,195520,1.0,0.3194444444444444,10.0,8.0,0.5277777777777779,0.99,0.6584826234473954,0.34,"10x BomberA, 20x BomberB, 274x FighterA, 457x FighterB, 45x Tanker, 6x ISRDrone, 311x Satellite",3.36785302
854,SIM_0854,18,31,690,798,45,190,363,321325,1.0,0.26388888888888884,10.0,8.0,0.01,0.99,0.28305108654495786,0.72,"18x BomberA, 31x BomberB, 690x FighterA, 798x FighterB, 45x Tanker, 190x ISRDrone, 363x Satellite",0.88088722
855,SIM_0855,27,1,1114,940,50,253,94,302975,1.0,0.4722222222222224,10.0,8.0,0.01,0.99,0.4194724298961343,0.58,"27x BomberA, 1x BomberB, 1114x FighterA, 940x FighterB, 50x Tanker, 253x ISRDrone, 94x Satellite",1.38451169
856,SIM_0856,5,30,500,780,44,121,807,415910,1.0,0.24999999999999992,10.0,8.0,0.01,0.99,0.27395633032154615,0.73,"5x BomberA, 30x BomberB, 500x FighterA, 780x FighterB, 44x Tanker, 121x ISRDrone, 807x Satellite",0.65869138
857,SIM_0857,11,14,225,1047,45,80,659,357400,1.0,0.38888888888888895,10.0,8.0,0.01,0.99,0.3649038925556637,0.64,"11x BomberA, 14x BomberB, 225x FighterA, 1047x FighterB, 45x Tanker, 80x ISRDrone, 659x Satellite",1.02099578
858,SIM_0858,17,19,801,805,3,82,212,266515,1.0,0.43055555555555564,10.0,8.0,0.06944444444444443,0.99,0.4311137178621013,0.57,"17x BomberA, 19x BomberB, 801x FighterA, 805x FighterB, 3x Tanker, 82x ISRDrone, 212x Satellite",1.61759645
859,SIM_0859,25,12,1108,391,53,155,503,365900,1.0,0.43055555555555564,10.0,8.0,0.01,0.99,0.392188161225899,0.61,"25x BomberA, 12x BomberB, 1108x FighterA, 391x FighterB, 53x Tanker, 155x ISRDrone, 503x Satellite",1.07184521
860,SIM_0860,26,3,44,306,22,169,458,208175,1.0,0.41666666666666674,10.0,8.0,0.4444444444444445,0.6666666666666665,0.45585145478978123,0.54,"26x BomberA, 3x BomberB, 44x FighterA, 306x FighterB, 22x Tanker, 169x ISRDrone, 458x Satellite",2.18975119
861,SIM_0861,2,37,711,735,59,86,549,360555,1.0,0.16666666666666682,10.0,8.0,0.01,0.99,0.2193877929810756,0.78,"2x BomberA, 37x BomberB, 711x FighterA, 735x FighterB, 59x Tanker, 86x ISRDrone, 549x Satellite",0.60847247
862,SIM_0862,26,35,819,38,51,184,660,356745,1.0,0.38888888888888895,10.0,8.0,0.2777777777777778,0.99,0.5402507925430424,0.46,"26x BomberA, 35x BomberB, 819x FighterA, 38x FighterB, 51x Tanker, 184x ISRDrone, 660x Satellite",1.51438925
863,SIM_0863,17,3,1015,10,23,272,361,270495,1.0,0.611111111111111,10.0,8.0,0.01,0.99,0.5104199921302519,0.49,"17x BomberA, 3x BomberB, 1015x FighterA, 10x FighterB, 23x Tanker, 272x ISRDrone, 361x Satellite",1.88698494
864,SIM_0864,5,30,234,482,52,100,431,240940,1.0,0.16666666666666682,10.0,8.0,0.06944444444444443,0.99,0.2583133496172779,0.74,"5x BomberA, 30x BomberB, 234x FighterA, 482x FighterB, 52x Tanker, 100x ISRDrone, 431x Satellite",1.07210654
865,SIM_0865,0,31,338,76,44,209,64,108815,1.0,0.3472222222222222,10.0,8.0,0.45833333333333337,0.4285714285714285,0.2635623232090756,0.74,"31x BomberB, 338x FighterA, 76x FighterB, 44x Tanker, 209x ISRDrone, 64x Satellite",2.42211389
866,SIM_0866,7,16,792,1147,46,183,598,425340,1.0,0.24999999999999992,10.0,8.0,0.08333333333333333,0.99,0.32197664318116015,0.68,"7x BomberA, 16x BomberB, 792x FighterA, 1147x FighterB, 46x Tanker, 183x ISRDrone, 598x Satellite",0.75698651
867,SIM_0867,8,0,728,1073,6,37,728,421870,1.0,0.5138888888888891,10.0,8.0,0.01,0.99,0.4467566985663696,0.55,"8x BomberA, 728x FighterA, 1073x FighterB, 6x Tanker, 37x ISRDrone, 728x Satellite",1.05899139
868,SIM_0868,3,9,232,240,26,185,113,112995,1.0,0.041666666666666706,10.0,8.0,0.5000000000000001,0.5306122448979592,0.15758057211584886,0.84,"3x BomberA, 9x BomberB, 232x FighterA, 240x FighterB, 26x Tanker, 185x ISRDrone, 113x Satellite",1.39458004
869,SIM_0869,21,20,318,970,18,119,481,314460,1.0,0.41666666666666674,10.0,8.0,0.041666666666666706,0.99,0.40382944919186614,0.6,"21x BomberA, 20x BomberB, 318x FighterA, 970x FighterB, 18x Tanker, 119x ISRDrone, 481x Satellite",1.28419974
870,SIM_0870,13,39,200,47,26,222,601,259335,1.0,0.527777777777778,10.0,8.0,0.8750000000000002,0.7959183673469389,0.8951838625615293,0.1,"13x BomberA, 39x BomberB, 200x FighterA, 47x FighterB, 26x Tanker, 222x ISRDrone, 601x Satellite",3.45184361
871,SIM_0871,15,14,272,57,17,144,607,251360,1.0,0.41666666666666674,10.0,8.0,0.47222222222222227,0.8435374149659864,0.5898599036327057,0.41,"15x BomberA, 14x BomberB, 272x FighterA, 57x FighterB, 17x Tanker, 144x ISRDrone, 607x Satellite",2.34667371
872,SIM_0872,13,23,487,32,4,84,428,216395,1.0,0.38888888888888895,10.0,8.0,0.25,0.8299319727891157,0.4172451426577477,0.58,"13x BomberA, 23x BomberB, 487x FighterA, 32x FighterB, 4x Tanker, 84x ISRDrone, 428x Satellite",1.92816443
873,SIM_0873,0,30,505,493,40,208,781,384370,1.0,0.3194444444444444,10.0,8.0,0.4305555555555556,0.99,0.5948193298835129,0.41,"30x BomberB, 505x FighterA, 493x FighterB, 40x Tanker, 208x ISRDrone, 781x Satellite",1.54751757
874,SIM_0874,2,17,1177,476,1,103,941,489765,1.0,0.44444444444444453,10.0,8.0,0.01,0.99,0.4012829174493109,0.6,"2x BomberA, 17x BomberB, 1177x FighterA, 476x FighterB, 1x Tanker, 103x ISRDrone, 941x Satellite",0.81933768
875,SIM_0875,32,14,576,744,30,268,412,320890,1.0,0.22222222222222213,10.0,8.0,0.01,0.99,0.25576681787472255,0.74,"32x BomberA, 14x BomberB, 576x FighterA, 744x FighterB, 30x Tanker, 268x ISRDrone, 412x Satellite",0.7970545
876,SIM_0876,18,11,1047,1164,11,68,746,489065,1.0,0.3055555555555555,10.0,8.0,0.01,0.99,0.3103353552151932,0.69,"18x BomberA, 11x BomberB, 1047x FighterA, 1164x FighterB, 11x Tanker, 68x ISRDrone, 746x Satellite",0.63454828
877,SIM_0877,33,31,1037,1024,35,115,498,425765,1.0,0.23611111111111102,10.0,8.0,0.01,0.99,0.26486157409813427,0.74,"33x BomberA, 31x BomberB, 1037x FighterA, 1024x FighterB, 35x Tanker, 115x ISRDrone, 498x Satellite",0.62208395
878,SIM_0878,1,11,648,413,26,139,998,441425,1.0,0.40277777777777785,10.0,8.0,0.2916666666666667,0.99,0.5584403049898661,0.44,"1x BomberA, 11x BomberB, 648x FighterA, 413x FighterB, 26x Tanker, 139x ISRDrone, 998x Satellite",1.26508536
879,SIM_0879,15,1,222,159,50,177,526,233995,1.0,0.5000000000000001,10.0,8.0,0.513888888888889,0.7210884353741496,0.5915303690614954,0.41,"15x BomberA, 1x BomberB, 222x FighterA, 159x FighterB, 50x Tanker, 177x ISRDrone, 526x Satellite",2.52796158
880,SIM_0880,34,3,109,186,11,112,903,334765,1.0,0.6805555555555556,10.0,8.0,0.4166666666666667,0.9523809523809524,0.7975544386122518,0.2,"34x BomberA, 3x BomberB, 109x FighterA, 186x FighterB, 11x Tanker, 112x ISRDrone, 903x Satellite",2.38243078
881,SIM_0881,9,27,442,2,47,267,705,315005,1.0,0.5138888888888891,10.0,8.0,0.4444444444444445,0.99,0.7312406732346894,0.27,"9x BomberA, 27x BomberB, 442x FighterA, 2x FighterB, 47x Tanker, 267x ISRDrone, 705x Satellite",2.32136212
882,SIM_0882,12,5,583,538,52,54,737,368055,1.0,0.16666666666666682,10.0,8.0,0.01,0.99,0.2193877929810756,0.78,"12x BomberA, 5x BomberB, 583x FighterA, 538x FighterB, 52x Tanker, 54x ISRDrone, 737x Satellite",0.59607339
883,SIM_0883,30,26,164,925,12,102,568,322770,1.0,0.4722222222222224,10.0,8.0,0.25,0.99,0.5766298174366895,0.42,"30x BomberA, 26x BomberB, 164x FighterA, 925x FighterB, 12x Tanker, 102x ISRDrone, 568x Satellite",1.78650376
884,SIM_0884,13,36,433,245,38,163,571,293520,1.0,0.3472222222222222,10.0,8.0,0.16666666666666666,0.99,0.44020847408551317,0.56,"13x BomberA, 36x BomberB, 433x FighterA, 245x FighterB, 38x Tanker, 163x ISRDrone, 571x Satellite",1.49975632
885,SIM_0885,25,2,227,237,52,29,641,269910,1.0,0.36111111111111116,10.0,8.0,0.3611111111111112,0.8571428571428572,0.48963197790531077,0.51,"25x BomberA, 2x BomberB, 227x FighterA, 237x FighterB, 52x Tanker, 29x ISRDrone, 641x Satellite",1.81405646
886,SIM_0886,11,4,358,893,27,265,535,329420,1.0,0.43055555555555564,10.0,8.0,0.37499999999999994,0.99,0.63119835477716,0.37,"11x BomberA, 4x BomberB, 358x FighterA, 893x FighterB, 27x Tanker, 265x ISRDrone, 535x Satellite",1.91608996
887,SIM_0887,23,9,1193,471,33,114,741,445685,1.0,0.38888888888888895,10.0,8.0,0.01,0.99,0.3649038925556637,0.64,"23x BomberA, 9x BomberB, 1193x FighterA, 471x FighterB, 33x Tanker, 114x ISRDrone, 741x Satellite",0.81874843
888,SIM_0888,14,26,710,537,21,21,841,416920,1.0,0.38888888888888895,10.0,8.0,0.05555555555555561,0.99,0.39473469296845426,0.61,"14x BomberA, 26x BomberB, 710x FighterA, 537x FighterB, 21x Tanker, 21x ISRDrone, 841x Satellite",0.94678762
889,SIM_0889,27,20,26,251,1,81,55,76540,1.0,0.527777777777778,10.0,8.0,0.5972222222222222,0.20408163265306126,0.3257407586140336,0.67,"27x BomberA, 20x BomberB, 26x FighterA, 251x FighterB, 1x Tanker, 81x ISRDrone, 55x Satellite",4.25582386
890,SIM_0890,19,28,209,1093,60,64,991,471990,1.0,0.37500000000000006,10.0,8.0,0.08333333333333333,0.99,0.403829449191866,0.6,"19x BomberA, 28x BomberB, 209x FighterA, 1093x FighterB, 60x Tanker, 64x ISRDrone, 991x Satellite",0.85558899
891,SIM_0891,16,2,712,11,14,250,773,353210,1.0,0.43055555555555564,10.0,8.0,0.3472222222222223,0.99,0.6130088423303366,0.39,"16x BomberA, 2x BomberB, 712x FighterA, 11x FighterB, 14x Tanker, 250x ISRDrone, 773x Satellite",1.73553649
892,SIM_0892,6,11,191,495,31,291,141,155015,1.0,0.37500000000000006,10.0,8.0,0.22222222222222227,0.99,0.4947770114259837,0.51,"6x BomberA, 11x BomberB, 191x FighterA, 495x FighterB, 31x Tanker, 291x ISRDrone, 141x Satellite",3.19180087
893,SIM_0893,19,26,45,31,9,258,397,175240,1.0,0.38888888888888895,10.0,8.0,0.7916666666666667,0.2517006802721088,0.3933018048450922,0.61,"19x BomberA, 26x BomberB, 45x FighterA, 31x FighterB, 9x Tanker, 258x ISRDrone, 397x Satellite",2.2443609
